Tutorial Group,Student ID,School,Name,Gender,CGPA
G-70,5636,CCDS,Nimisha Gupta,Female,4.12
G-70,3340,MSE,Raisha Khanna,Female,4.22
G-70,3287,CoB (NBS),Rashid Khan,Female,4.18
G-70,3508,SSS,Renee Wong,Female,4.09
G-70,3272,EEE,Rina Amelia,Female,4.15
G-70,795,SoH,Saanvi Patel,Female,4.07
G-70,1572,CoB (NBS),Sumita Sharma,Female,4.04
G-70,3944,SSS,Tina Yung,Female,4.22
G-70,662,CCDS,Ulyssa Dela Cruz,Female,4.17
G-70,3661,NIE,Wayne Tan,Male,4.22
G-70,1414,LKCMedicine,Yasin Shah,Male,4.18
G-70,1125,NIE,Zachary Wu,Male,4.14
G-70,3756,CoB (NBS),Zara Chan,Female,4.22
G-71,1574,SBS,Adriel Reyes,Male,3.88
G-71,1543,EEE,Aisha Khan,Female,4.1
G-71,1810,ASE,Aiwen Wang,Male,4
G-71,3185,EEE,Amina Binti Rahman,Female,3.84
G-71,1945,CoB (NBS),Anisah Binti,Female,4.18
G-71,4384,SoH,Ayla Turner,Female,3.86
G-71,3011,CCEB,Carmen Lin,Female,4.02
G-71,3575,SPMS,Carter Xu,Male,4.03
G-71,1245,SSS,Cassandra Reyes,Female,4.26
G-71,1430,CCEB,Dmitri Volkov,Male,3.9
G-71,5052,CCDS,Dong-Soo Lee,Male,4.21
G-71,3643,CCEB,Emily Tsai,Female,3.88
G-71,2007,EEE,Eric Huang,Male,4.18
G-71,3484,CoB (NBS),Evelyn Yeo,Female,4.05
G-71,4378,NIE,Fei Hong Lim,Male,4.04
G-71,5861,EEE,Fiona Lam,Female,4.14
G-71,2460,EEE,Hira Ali,Female,4.15
G-71,297,MAE,Hiroki Nakamura,Male,4.03
G-71,3874,CoB (NBS),Indira Ong,Female,4.48
G-71,4434,CoE,Jade Tan,Female,4.02
G-71,5794,EEE,Jonas Evans,Male,4.2
G-71,5923,CEE,Kamran Hussain,Male,4.23
G-71,1404,SSS,Kylie Ross,Female,4.52
G-71,5488,EEE,Lana Lee,Female,4.15
G-71,1713,CCEB,Lila Martinez,Female,4.08
G-71,473,WKW SCI,Lily Turner,Female,4.17
G-71,5229,SPMS,Lucas Martinez,Male,4.13
G-71,1270,MAE,Maya Iyer,Female,4.04
G-71,704,NIE,Mia Garcia,Female,4.2
G-71,4063,LKCMedicine,Mia Lim,Female,4.22
G-71,3267,CoB (NBS),Ming Zhao,Female,4.01
G-71,3433,CoB (NBS),Mohammad Ali,Male,4.14
G-71,1808,WKW SCI,Monique Fernandez,Female,4.04
G-71,3402,SBS,Ningyu,Female,3.9
G-71,2854,SSS,Nora Campbell,Female,4.19
G-71,1161,CCEB,Olivia Ng,Female,4.17
G-71,2935,SSS,Peyton Villanueva,Female,4.05
G-71,5041,MAE,Priyanka Kapoor,Female,4
G-71,1858,SPMS,Ravi Sharma,Male,4.03
G-71,2109,SoH,Renji Tanaka,Male,4.08
G-71,5223,SBS,Rhea Bennett,Female,4.1
G-71,3603,SoH,Sofia Perez,Female,4.15
G-71,2990,CoB (NBS),Soo-Yeon Kim,Female,4.08
G-71,261,WKW SCI,Tara Chen,Female,4.26
G-71,3063,CoB (NBS),Uriah Pineda,Male,4.22
G-71,2794,EEE,Uriah Wong,Male,4.05
G-71,1725,CoB (NBS),Vivek Nair,Male,4.05
G-71,628,MAE,Willa Pineda,Female,4.48
G-71,4646,NIE,Zain Bin Ali,Male,3.94
G-71,1567,CoB (NBS),Zhang Yi,Male,3.95
G-72,1129,SBS,Aaron Wilson,Male,4.12
G-72,3934,MSE,Ava Chua,Female,3.85
G-72,1276,MAE,Belle Wang,Female,4.03
G-72,2630,CEE,Caleb Liu,Male,4.08
G-72,3275,EEE,Caleb Moreno,Male,4.01
G-72,640,CEE,Callie Lin,Female,4.01
G-72,4740,EEE,Disha Iyer,Female,4.05
G-72,3736,CCDS,Elena Petrovna,Female,4
G-72,5200,SoH,Erik Chen,Male,4.14
G-72,3049,SoH,Evan Yang,Male,4.12
G-72,3282,NIE,Fatimah Binti,Male,4.12
G-72,2075,CoB (NBS),Gideon Reed,Male,4.18
G-72,801,CCEB,Gina Tan,Female,4.05
G-72,2125,EEE,Hafiz Rahman,Male,4.12
G-72,2767,EEE,Hoang Van Loc,Male,4.1
G-72,953,CCEB,Jade Kwan,Female,4.11
G-72,5971,CoB (NBS),Jayden Bennett,Male,4.12
G-72,2163,CoE,Kevin Wang,Male,4.01
G-72,124,CEE,Lian Chen,Male,4.09
G-72,2571,NIE,Luke Howard,Male,4.13
G-72,2821,SPMS,Luke Price,Male,4.19
G-72,4485,CoB (NBS),Maria Stepanova,Female,4.19
G-72,5857,CCDS,Max Lim,Male,4.1
G-72,3774,SoH,Mei Wong,Female,3.86
G-72,1087,MSE,Michael Jackson,Male,4.16
G-72,2770,SBS,Nari Yoshida,Female,4
G-72,513,CoE,Nathan Roberts,Male,4.03
G-72,5251,SPMS,Nguyen Hoang Long,Male,3.89
G-72,409,EEE,Nitin Sharma,Male,4.04
G-72,954,WKW SCI,Preston Davis,Male,4.06
G-72,2135,CoE,Priti Sharma,Female,4.11
G-72,373,CCDS,Rashid Malik,Male,4.2
G-72,969,CCEB,Rida Noor,Female,4.19
G-72,4401,MAE,Sakura Takahashi,Female,4.03
G-72,4111,CCDS,Sara Malik,Female,4.23
G-72,5736,CEE,Sebastian Wright,Male,4.12
G-72,3417,CCEB,Shahid Bin Ahmad,Male,4.3
G-72,1689,CoE,Siddharth Iyer,Male,4.27
G-72,1861,SSS,Sophia Hernandez,Female,4.22
G-72,958,MAE,Sophie Tan,Female,4.2
G-72,3247,SSS,Suki Tanaka,Female,4.02
G-72,744,CCDS,Takahiro Nakashima,Male,4.13
G-72,4296,CCEB,Tara Nair,Female,4.05
G-72,3281,CCDS,Tristan Li,Male,4.22
G-72,1664,CCDS,Ulya Handayani,Female,4.2
G-72,5813,MAE,Vani Rani,Female,4.13
G-72,1659,SPMS,William Young,Male,4.08
G-72,2146,EEE,Yusuf Bin Ahmad,Male,4.2
G-72,2833,CCEB,Zehra Noor,Female,4.1
G-72,2317,SoH,Zoe Li,Female,4.16
G-73,1091,SBS,Aaliyah Flores,Female,4.2
G-73,2271,CEE,Addie Lin,Female,4.12
G-73,4467,SSS,Aditi Mehta,Female,4.16
G-73,2956,EEE,Akira Nishida,Male,4
G-73,4698,CEE,Angela Yip,Female,4.05
G-73,2108,SoH,Celine Wong,Female,3.9
G-73,3531,CoB (NBS),Claudia Dela Cruz,Female,3.89
G-73,2397,CCEB,Dylan Yang,Male,4.01
G-73,5637,CCDS,Faisal Rehman,Male,4.05
G-73,3635,CoB (NBS),Guangqiang,Female,3.95
G-73,303,MAE,Hannah Martinez,Female,4.01
G-73,1908,CCDS,Hannah Sanchez,Female,4.03
G-73,2345,CCDS,Hao Chen,Male,4.14
G-73,4452,EEE,Henry Li,Male,4.11
G-73,2799,SBS,Hui Zhang,Female,4.03
G-73,254,EEE,Josh Thompson,Male,4.19
G-73,3763,CCEB,Kazuo Higashi,Male,4.14
G-73,3318,MAE,Kiran Noor,Female,4.09
G-73,5504,CoE,Leo Li,Male,4.14
G-73,4940,MAE,Levi Morgan,Male,4.19
G-73,4131,MAE,Liang Zhang,Female,4.2
G-73,4976,CoB (NBS),Lilah Diaz,Female,4.2
G-73,5721,CCEB,Lina Lim,Female,4.15
G-73,5671,CCDS,Lucy Simmons,Female,4.15
G-73,143,SoH,Marc Cheung,Male,4.06
G-73,3025,CoE,Matthew Wilson,Male,4
G-73,4496,CCEB,Maya Thompson,Female,4.09
G-73,1206,SSS,Megan Lewis,Female,4.03
G-73,1057,CoE,Nadia Ismail,Female,4.15
G-73,4119,CoB (NBS),Nguyen Van Hao,Male,4.02
G-73,3440,CoE,Nguyen Van Son,Male,4.22
G-73,2839,CEE,Nina Kwan,Female,4.11
G-73,2984,SoH,Rahul Desai,Male,4.09
G-73,5805,EEE,Rida Shah,Female,4.18
G-73,3143,EEE,Ryan Lim,Male,4.17
G-73,4249,EEE,Saira Ali,Female,4.12
G-73,5399,ADM,Shanaya Rao,Female,4.11
G-73,4694,CoB (NBS),Stella Peterson,Female,3.91
G-73,5562,SPMS,Tiantian Liu,Female,4.01
G-73,1379,MAE,Tran Van Thanh,Female,4.22
G-73,3309,CoB (NBS),Trey Liu,Male,4.12
G-73,3007,CoB (NBS),Ty Wu,Male,4.09
G-73,1757,CoB (NBS),Uma Dela Cruz,Female,3.96
G-73,126,EEE,Vira Andini,Female,4.2
G-73,5665,SPMS,Wyatt Adams,Male,4.16
G-73,743,SBS,Xia Chen,Female,4.05
G-73,1577,SBS,Xiang Yu,Female,4.06
G-73,1526,CCDS,Yuna Nakamura,Female,3.91
G-73,4961,CoB (NBS),Zhen Wei,Male,4.1
G-73,3511,CCDS,Zylen Alvarado,Male,4.09
G-74,1437,SPMS,Aarav Bajaj,Male,4.11
G-74,4025,SSS,Aditi Nair,Female,4.12
G-74,732,CCEB,Aidan Tan,Male,4.18
G-74,2048,CCDS,Amelia Wang,Female,4.03
G-74,572,SSS,Amira Noor,Female,4.01
G-74,4126,CEE,Ariana Coleman,Female,4
G-74,4773,SBS,Calla Chen,Female,4.18
G-74,4998,SSS,Chloe Brown,Female,4.03
G-74,569,CCEB,Cindy Lestari,Female,4.1
G-74,5623,EEE,Daniel Koh,Male,4.19
G-74,5125,EEE,Dika Saputra,Male,3.9
G-74,43,CoE,Dylan Wong,Male,4.09
G-74,5250,CoB (NBS),Elaine Dela Cruz,Female,4.2
G-74,3939,CEE,Elijah Liu,Male,4.11
G-74,4538,WKW SCI,Ellis Zhao,Male,4.15
G-74,2223,WKW SCI,Emmy Wang,Female,4.17
G-74,2723,NIE,Ethan Thomas,Male,4.11
G-74,2177,MAE,Eva Lestari,Female,3.95
G-74,2659,CoB (NBS),Fatma Binti Ali,Female,4.25
G-74,4130,MAE,Huda Binti Ali,Female,4.25
G-74,478,CCEB,Jace Rivera,Male,4.18
G-74,4507,MSE,Jasper King,Male,4.11
G-74,1854,SBS,Jaxon Lee,Male,4.08
G-74,5894,MSE,Jiayi,Female,3.8
G-74,3233,CEE,Kaden Reed,Male,4.11
G-74,5036,SPMS,Laila Binti Ismail,Female,3.95
G-74,4860,MAE,Layla Zhang,Female,4.12
G-74,5155,SSS,Lina Binti Ismail,Female,3.85
G-74,2426,MAE,Ling Feng,Male,4.15
G-74,4814,SPMS,Luca Murphy,Male,4.02
G-74,5340,CCDS,Mason Reyes,Male,4.12
G-74,3996,CCDS,Meena Devi,Female,3.95
G-74,2816,CoB (NBS),Mithun Nair,Male,4.15
G-74,1005,SPMS,Naim Bin Rahim,Male,4.07
G-74,5199,MAE,Nash Wong,Male,4.14
G-74,3559,CoB (NBS),Natalie Rivera,Female,4.01
G-74,1658,CoE,Nikita Alexeyev,Male,4.11
G-74,597,SPMS,Quinn Yang,Male,4.22
G-74,2901,CoB (NBS),Saki Nishimura,Female,4.03
G-74,1298,CCDS,Sanjana Iyer,Female,4.05
G-74,36,CoB (NBS),Sanya Verma,Female,4.06
G-74,1738,CoE,Saurabh Mehta,Male,4.04
G-74,2006,EEE,Shuqi,Female,4
G-74,1754,CCDS,Sophie Bennett,Female,4.03
G-74,682,EEE,Theo Ross,Male,4.2
G-74,1167,SSS,Tingwei,Female,4.3
G-74,4321,SBS,Victor Lim,Male,3.93
G-74,1972,CoB (NBS),Victoria Adams,Female,4.06
G-74,3550,SSS,Xara Alvarado,Female,4.08
G-74,267,SoH,Zachary Allen,Male,4.08
G-75,3683,CEE,Ahmad Bin Azhar,Male,4.02
G-75,4069,CoB (NBS),Anika Iyer,Female,4.05
G-75,5692,SoH,Anika Reddy,Female,4.14
G-75,2312,EEE,Anil Reddy,Male,4.12
G-75,5681,MAE,Arvind Kumar,Male,3.88
G-75,4999,EEE,Asher Phillips,Male,4.04
G-75,2924,SoH,Ava Green,Female,3.89
G-75,3145,MSE,Ava Nguyen,Female,4.12
G-75,932,MAE,Ava Rivera,Female,4.48
G-75,431,SSS,Bingli,Male,4.18
G-75,1273,CoB (NBS),Chen Hui,Female,4.2
G-75,3616,MAE,David Simmons,Male,3.95
G-75,793,CCDS,Felix Tan,Male,4.14
G-75,2618,CoB (NBS),Ivy Ong,Female,4.15
G-75,1114,SBS,Jasmine Binti Lee,Female,4.15
G-75,1000,CEE,Jian Li,Male,4.09
G-75,178,EEE,Kavita Sharma,Female,4.11
G-75,3548,CCDS,Kavya Sharma,Female,4.08
G-75,2987,MSE,Kiran Chawla,Female,4.2
G-75,4110,SoH,Kiran Rao,Male,4.01
G-75,4943,CCDS,Laila Rahman,Female,4.21
G-75,5612,SPMS,Leo Zhang,Male,4.01
G-75,3217,MAE,Liam Chen,Male,4.09
G-75,811,SPMS,Mateo Huang,Male,4.18
G-75,3630,CCEB,Mikhail Ivanov,Male,4.21
G-75,252,MAE,Mi-Sook Choi,Female,4.11
G-75,1143,EEE,Mohammed Patel,Male,3.94
G-75,308,CoE,Nitin Singhal,Male,4.15
G-75,3525,CCDS,Oliver Thomas,Male,4.09
G-75,2329,MAE,Olivia Garcia,Female,3.86
G-75,2400,CEE,Pooja Sharma,Female,3.89
G-75,4535,SSS,Ritika Sethi,Female,4.06
G-75,4995,SSS,Ruchi Gupta,Female,4.12
G-75,237,ASE,Rumana Niazi,Female,4.02
G-75,4357,CCEB,Salma Khan,Female,4.02
G-75,1004,NIE,Samantha Sun,Female,4.52
G-75,4196,MSE,Sanjay Nair,Male,4.06
G-75,3524,CoB (NBS),Santi Kusuma,Female,4.3
G-75,4803,MAE,Shan Biao,Male,4.09
G-75,3241,CCEB,Sneha Reddy,Female,4
G-75,2140,CCEB,Sunita Iyer,Female,4.05
G-75,5496,CCDS,Tessa Alonzo,Female,3.88
G-75,4072,CCDS,Tianyi,Female,4.2
G-75,462,SBS,Victor Reyes,Male,3.95
G-75,3543,SSS,William Lim,Male,4.19
G-75,4200,EEE,Wyatt Yang,Male,4.02
G-75,5188,SBS,Xanthe Scott,Female,4.12
G-75,2330,WKW SCI,Yasir Malik,Male,3.88
G-75,4637,MSE,Ying Xu,Female,4.02
G-75,1304,CoE,Yuri Mikhailov,Male,3.95
G-76,2469,SPMS,Aanya Kapoor,Female,4.17
G-76,5257,CCDS,Adeel Qureshi,Female,3.89
G-76,5824,MAE,Alexander Clark,Male,4.12
G-76,3492,CoE,Amara Kim,Female,4.1
G-76,5162,EEE,Ananya Joshi,Female,4.19
G-76,1326,CEE,Andrew Lewis,Male,4.1
G-76,4741,MAE,Andrew Li,Male,4.15
G-76,1651,CoB (NBS),Anup Kumar,Male,4.19
G-76,2398,CCEB,Aubrey Lin,Female,4.17
G-76,214,NIE,Bella Lee,Female,4.03
G-76,1859,WKW SCI,Bobby Hidayat,Male,4.05
G-76,3914,EEE,Brian Yang,Male,4.22
G-76,3441,SBS,Brittany Wong,Female,4.1
G-76,1115,EEE,Camila Lee,Female,4.26
G-76,432,CoB (NBS),Crystal Lim,Female,4.15
G-76,2570,MAE,Danielle Dela Cruz,Female,4.02
G-76,5786,CCDS,Elaine Wang,Female,4.09
G-76,5849,CCEB,Elijah Harris,Male,4.1
G-76,831,SSS,Fang Ying,Female,4.18
G-76,2998,EEE,Gloria Sanders,Female,4.19
G-76,719,EEE,Henry Martin,Male,4.18
G-76,679,CCDS,Ian Lee,Male,4.09
G-76,1041,CEE,James Taylor,Male,4.13
G-76,5367,SSS,Julian Bautista,Male,3.97
G-76,2636,CoB (NBS),Katherine Goh,Female,3.85
G-76,5713,CCDS,Kian Zhang,Male,4.06
G-76,4214,EEE,Kiran Bhatia,Male,4.1
G-76,631,MAE,Kong Wei Tan,Male,4.2
G-76,2270,EEE,Kylie Tan,Female,4.23
G-76,2288,SoH,Meena Bhatia,Female,4.04
G-76,3682,MAE,Meera Joshi,Female,4.12
G-76,734,CEE,Mikhail Petrov,Male,4.1
G-76,1828,CoB (NBS),Ming Zhou,Male,4.04
G-76,5230,CoB (NBS),Naina Sharma,Female,4.2
G-76,346,CoB (NBS),Nicholas Griffin,Male,4.2
G-76,2295,SPMS,Nina Anggraini,Female,4.05
G-76,1909,EEE,Penny Tan,Female,4
G-76,4144,NIE,Riya Sharma,Female,3.88
G-76,5234,CoB (NBS),Ryota Yamada,Male,4.06
G-76,1268,SoH,Sajida Noor,Female,4.12
G-76,5696,MAE,Samantha Teo,Female,4.01
G-76,1644,NIE,Shahrir Bin Rahman,Male,4.03
G-76,2104,CEE,Shiv Patel,Male,4.06
G-76,1039,CCEB,Shreya Sharma,Female,4.22
G-76,1341,SoH,Sienna Wong,Female,4.09
G-76,683,CoE,Tania Sinha,Female,4.01
G-76,1593,NIE,Tariq Ahmed,Male,4.17
G-76,4794,CEE,Yang Jun Lim,Male,4
G-76,4483,EEE,Yara Ong,Female,4.04
G-76,4579,ADM,Ying Xuan Tan,Female,4.2
G-77,5198,WKW SCI,Aarav Desai,Male,4.17
G-77,4870,SSS,Aisha binti Hassan,Female,4.02
G-77,2029,WKW SCI,Alyssa Cox,Female,3.97
G-77,552,SPMS,Anderson Wu,Male,4.19
G-77,5158,CCDS,Chloe Rivera,Female,3.87
G-77,4845,SPMS,Chloe Wong,Female,3.89
G-77,1728,MSE,Christopher Li,Male,4.1
G-77,5368,CoB (NBS),David Murphy,Male,4.15
G-77,209,CoE,Eli Walker,Male,4.11
G-77,2294,CEE,Ema Binti Rahman,Female,4.3
G-77,3699,NIE,Emily Ng,Female,4.11
G-77,5558,CCEB,Fatima Rahman,Female,4.52
G-77,1160,SSS,Ferdie Navarro,Male,4.1
G-77,1223,CCDS,Gideon Hall,Male,4.09
G-77,2605,CoB (NBS),Hina Iqbal,Female,4.04
G-77,4876,CCDS,Holly Tan,Female,4.15
G-77,4269,SoH,Huilin,Male,3.8
G-77,3265,CCEB,James Griffin,Male,4.22
G-77,5051,NIE,Jasmine Lin,Female,4.09
G-77,5061,MAE,Jett Yang,Male,4.08
G-77,1534,MAE,Jinlong,Female,4.15
G-77,3981,CoB (NBS),John Brown,Male,4.04
G-77,1076,EEE,Karan Nair,Male,4.15
G-77,620,CCEB,Kezhen,Female,4.15
G-77,1008,SPMS,Kiran Nair,Male,3.95
G-77,4435,SSS,Larasati Wulandari,Female,3.85
G-77,612,SPMS,Leena Joshi,Female,4.25
G-77,2206,CCDS,Lily Foster,Female,4.2
G-77,1617,CoB (NBS),Lily Johnson,Female,4.09
G-77,2286,CCDS,Madison Zhang,Female,4.11
G-77,168,EEE,Nadia Binti Fadli,Female,4.1
G-77,3139,EEE,Nadia Binti Mohd,Female,4.15
G-77,1230,CoB (NBS),Nolan Perez,Male,3.97
G-77,1359,SPMS,Nusrat Ali,Female,4.14
G-77,4577,MAE,Poppy Green,Female,4.26
G-77,4193,EEE,Priyanka Kaur,Female,4.11
G-77,3317,EEE,Rahul Kumar,Male,4.21
G-77,5175,CEE,Ren Tanaka,Male,4.09
G-77,4281,SSS,Riley Dela Cruz,Female,4.19
G-77,5280,CCDS,Riley Edwards,Female,4.03
G-77,1460,CCDS,Roy Tan,Male,3.9
G-77,5202,SSS,Sofia Green,Female,4.08
G-77,3474,SBS,Soo-Yeon Jang,Female,3.92
G-77,1136,WKW SCI,Sreya Rao,Female,4.01
G-77,3676,ADM,Tanner Wu,Male,4.02
G-77,5586,CEE,Tanya Ali,Female,4.12
G-77,3150,SPMS,Toni Saputra,Male,3.9
G-77,2131,SSS,Tsubasa Takahashi,Female,4.15
G-77,3211,CoB (NBS),Victor Reyes,Male,4.14
G-77,4654,MAE,Zoe Mitchell,Female,4.22
G-78,4542,SBS,Adalyn Tan,Female,4.18
G-78,5821,ASE,Agung Prabowo,Male,4.2
G-78,2209,CoB (NBS),Aihua Zhuang,Male,4.05
G-78,813,CCEB,Alaric Yang,Male,4.03
G-78,464,CCEB,Aldo Setiawan,Male,3.9
G-78,5195,ADM,Alice Tan,Female,4.02
G-78,4633,EEE,Alya Rahman,Female,4.09
G-78,4175,WKW SCI,Daniel Edwards,Male,4.02
G-78,3262,SoH,Diana Li,Female,4.04
G-78,1892,SSS,Diana Malik,Female,4.01
G-78,269,CCDS,Elisha Wu,Male,3.9
G-78,4307,SoH,Fauziah Binti Ahmad,Female,4.15
G-78,5727,EEE,Feng Yi Tan,Female,4.05
G-78,5507,CCDS,Isabella Lim,Female,4.2
G-78,2514,CEE,Isabella Walker,Female,4.18
G-78,1585,EEE,Jasmine Hapsari,Female,4.05
G-78,3057,LKCMedicine,Jaxon Jenkins,Male,3.85
G-78,1885,MSE,Josh Tan,Male,4.08
G-78,2830,SoH,Jun Huang,Male,4.03
G-78,4815,SBS,Khalid Rahman,Male,4.18
G-78,4849,CCDS,Kiran Patil,Female,4.06
G-78,5884,MAE,Kunal Bhatia,Male,4.3
G-78,1,SoH,Kylie Torres,Female,4.01
G-78,5539,CCEB,Lina Devi,Female,4.14
G-78,539,EEE,Min Yi Tan,Male,4.05
G-78,2702,CoB (NBS),Nami Fujimoto,Female,4.14
G-78,3214,CoB (NBS),Nathan Tan,Male,4.11
G-78,5615,CCDS,Navya Arya,Female,3.94
G-78,663,SPMS,Nguyen Van Hieu,Male,4.15
G-78,4104,EEE,Nina Chen,Female,4.14
G-78,2447,SPMS,Noah Huang,Male,4.15
G-78,5904,SBS,Nurul binti Zainal,Female,4.19
G-78,4106,CCDS,Oliver Morales,Male,4.18
G-78,2446,CCEB,Patricia Lee,Female,4.18
G-78,2071,CoB (NBS),Queenie Pineda,Female,4.2
G-78,3291,SPMS,Rafael Tan,Male,4.06
G-78,5982,ADM,Raghav Singh,Male,3.88
G-78,5324,CoB (NBS),Rita Narayan,Female,4
G-78,5725,ASE,Riya Reddy,Female,3.8
G-78,2867,CoE,Samantha Cox,Female,3.94
G-78,5581,CEE,Scarlett Hall,Female,4.15
G-78,4822,CoE,Sienna Edwards,Female,4
G-78,5099,CCDS,Sophia Garcia,Female,3.8
G-78,3213,EEE,Sun Li,Male,4.2
G-78,3245,NIE,Teng Wei Lim,Male,4.2
G-78,2721,ADM,Vikram Nair,Male,4.11
G-78,3020,CoB (NBS),Wanda Cruz,Female,3.88
G-78,3748,CCDS,Zachary Patel,Male,4.02
G-78,1025,CoB (NBS),Zara Amalia,Female,4.15
G-78,2567,CCDS,Zoya Tsai,Female,4.04
G-79,2148,SSS,Amira Wong,Female,4.05
G-79,4696,SBS,Anika Varma,Female,4.11
G-79,5641,CCDS,Arvind Sharma,Male,3.9
G-79,4672,CEE,Ashton Clark,Male,4.06
G-79,5435,SSS,Bella Wong,Female,4.03
G-79,2538,LKCMedicine,Bilal Hussain,Male,4.22
G-79,4675,CEE,Chaofeng,Female,4.1
G-79,2884,SSS,Diana Binti Zain,Female,4.2
G-79,153,CCDS,Elijah Reed,Male,4.04
G-79,327,MSE,Eun-Ji Lee,Female,4.16
G-79,610,SoH,Eva Clark,Female,4.14
G-79,5840,SPMS,Gavin Wu,Male,4.02
G-79,3208,CCEB,Hani Binti Noor,Female,4.1
G-79,3669,ASE,Hao Wu,Male,4.16
G-79,29,EEE,Haruto Fujimoto,Male,4.08
G-79,4992,CCDS,Hui Liu,Female,4.19
G-79,5659,ADM,Hui Min Tan,Female,4.05
G-79,3178,EEE,Isaac Brooks,Male,4.06
G-79,3104,CEE,Jin Zhi,Male,4.22
G-79,4361,EEE,Kartik Sharma,Male,4.06
G-79,5991,NIE,Khushboo Malik,Female,3.91
G-79,2483,CoE,Landon Reed,Male,4.3
G-79,141,ASE,Logan Thompson,Male,4.11
G-79,5746,SPMS,Miyako Shimizu,Female,4.22
G-79,2152,MAE,Nadia Binti Ismail,Female,4
G-79,5273,SoH,Nari Kim,Female,3.89
G-79,2359,EEE,Nashit Khan,Male,4.16
G-79,4600,NIE,Nhat Nguyen,Male,4.22
G-79,1108,MAE,Nina Lee,Female,4.11
G-79,1440,CoB (NBS),Nora Howard,Female,4.05
G-79,3655,MAE,Nova Gonzalez,Female,4.1
G-79,2164,CCEB,Olive Green,Female,4.01
G-79,289,CoE,Omer Farooq,Male,4.06
G-79,4290,CEE,Paul Tan,Male,4.11
G-79,1056,SSS,Perry Villanueva,Male,4.02
G-79,3351,CCDS,Qing Wei Lim,Male,4
G-79,2024,LKCMedicine,Rizan Bin Ahmad,Male,4.15
G-79,787,CCDS,Rongwei,Male,4.1
G-79,3826,CCDS,Sadia Malik,Female,4.17
G-79,5981,CCDS,Sakshi Joshi,Female,4.22
G-79,3411,CoE,Shruti Verma,Female,4.22
G-79,2724,CCEB,Siti Zulaikha,Female,4.05
G-79,3888,MAE,Tyler Moore,Male,4.19
G-79,2946,CCEB,Valentina Zhao,Female,4.18
G-79,986,CoB (NBS),Vina Safira,Female,4.05
G-79,5326,SPMS,Wang Yu,Female,4.09
G-79,129,SSS,Xena Santiago,Female,4.15
G-79,5571,SoH,Xing Yu,Female,3.89
G-79,5938,CoB (NBS),Zara Wong,Female,4.2
G-79,5726,MAE,Zhao Qiang,Male,4.09
G-8,2979,CCDS,Aidan Foster,Male,4.05
G-8,3897,LKCMedicine,Alena Chang,Female,4.15
G-8,4334,SBS,Amara Belle,Female,3.91
G-8,5537,CCEB,Aminah Binte,Male,4.02
G-8,2785,CEE,Angela Tan,Female,4.14
G-8,2711,MSE,Anushka Verma,Female,4.25
G-8,5265,MAE,Aria Singh,Female,3.95
G-8,4709,EEE,Avery Li,Female,4.04
G-8,2496,CoE,Ayla Wong,Female,4.04
G-8,2694,CCEB,Cheng Li,Male,4.14
G-8,4942,EEE,Cindy Wong,Female,4.2
G-8,4717,ASE,Dara Cheng,Female,4.04
G-8,4048,CCDS,Dmitry Petrov,Male,4.14
G-8,5031,CEE,Dominic Li,Male,4.14
G-8,4893,CCDS,Fatima Tan,Female,3.86
G-8,3948,EEE,Harry Ho,Male,4.12
G-8,1497,CCDS,Jacob Robinson,Male,4.48
G-8,4527,CoB (NBS),Jade Chang,Female,4.18
G-8,5529,SoH,Jane Smith,Female,4.02
G-8,1267,EEE,Joshua White,Male,4.09
G-8,5883,CCDS,Kira Tanaka,Female,4.04
G-8,4643,WKW SCI,Kiran Rane,Female,4.12
G-8,1904,SPMS,Kyle Wang,Male,4.2
G-8,2339,WKW SCI,Laila Ali,Female,4.04
G-8,4580,EEE,Landon Lim,Male,4.03
G-8,917,SoH,Lara Cruz,Female,4.07
G-8,1673,MSE,Levi Parker,Male,4.14
G-8,179,MAE,Liam Hill,Male,4.19
G-8,2591,EEE,Liu Hong,Male,4.17
G-8,1708,CoB (NBS),Mason Hughes,Male,3.89
G-8,542,CoE,Mei Wang,Female,4.11
G-8,4208,CEE,Mia Morgan,Female,4.01
G-8,4548,CoE,Michael Young,Male,4.19
G-8,3514,CoB (NBS),Michael Zhang,Male,4.11
G-8,3898,CoB (NBS),Mila Reed,Female,4.19
G-8,3368,SoH,Nathan Adams,Male,4.18
G-8,786,CCDS,Neha Iyer,Female,4.05
G-8,593,CCDS,Poppy Cahyani,Female,4.1
G-8,3068,EEE,Rafiq Bin Zain,Male,4.2
G-8,5515,CoB (NBS),Seung-Jin Han,Male,4.02
G-8,2387,CCDS,Sofia Chen,Female,4.18
G-8,5334,MAE,Souta Watanabe,Male,4.04
G-8,2188,CCEB,Suki Wang,Female,4.12
G-8,2374,CCDS,Thao Le,Male,4.12
G-8,5387,CoB (NBS),Tian Wei,Female,4.02
G-8,5860,CoB (NBS),Wei Chen,Female,4.05
G-8,4889,SSS,Wendy Au,Female,3.92
G-8,5111,EEE,Yuki Takeda,Female,3.92
G-8,3623,SoH,Zane Carter,Male,4.12
G-8,4774,CCEB,Zara Rahman,Female,4.03
G-80,3179,EEE,Aaron Thompson,Male,3.95
G-80,1557,SoH,Adil Bin Rahman,Male,4.35
G-80,2545,SoH,Arjun Deshmukh,Male,4.1
